,train_loss,test_loss,cer,wer
0,6.232205867767334,6.437877526601158,0.9764332210526961,0.9877366511592716
1,5.306535720825195,4.84991994921366,0.7600790382405128,0.861657650033212
2,5.107540607452393,4.3091950397491505,0.6451595253801005,0.7946112282145187
3,4.1752471923828125,3.8382446772257492,0.5858174015670944,0.748808170298435
4,3.849733591079712,3.1148235257466648,0.4401732245740487,0.6461764885855272
5,3.7900662422180176,2.7947676350275694,0.3966788599758816,0.6052834930700574
6,3.389777660369873,2.456716668446858,0.34561801974915174,0.5557449784837168
7,2.849132537841797,2.2271547609965014,0.3085132573136579,0.5089182134323305
8,2.3566343784332275,2.015608059883119,0.28538260733196363,0.47706230222964263
9,2.5931947231292725,1.8639964224497472,0.2668182318023616,0.4472672712951137
10,2.165989398956299,1.7546083377202355,0.25077152477987713,0.42837287519755207
11,2.4994843006134033,1.6544014199574792,0.23613287639901692,0.41504547398529773
12,1.6202903985977173,1.6087877349853525,0.2323987002347032,0.41310993279611596
13,1.8190784454345703,1.5274401761690786,0.2141187869839665,0.3834076077686148
14,1.9230537414550781,1.4623223411242179,0.20520419005188595,0.38169952822494146
15,1.6142592430114746,1.418279877901078,0.19899021643209178,0.3697508613939256
16,1.898699402809143,1.380534033616383,0.19340282708336215,0.3584813830651491
17,1.60886812210083,1.3466007592678073,0.19080849605222247,0.35301529470303805
18,1.3175454139709473,1.3116854577064523,0.1842741893784419,0.3463756616482566
19,1.5973924398422241,1.2979167408943182,0.18293671343839135,0.34267505622802263
